시간,총부하MW,실부하MW
2025-05-13 오전 10:40:00,46269.027344,45496.078125
2025-05-13 오전 10:45:00,46267.117188,45491.957031
2025-05-13 오전 10:50:00,45795.757812,44991.738281
2025-05-13 오전 10:55:00,45556.789062,44742.773438
2025-05-13 오전 11:00:00,45503.222656,44693.796875
2025-05-13 오전 11:05:00,44949.984375,44094.351562
2025-05-13 오전 11:10:00,44842.914062,43994.464844
2025-05-13 오전 11:15:00,44745.339844,43916.988281
2025-05-13 오전 11:20:00,44770.078125,43941.53125
2025-05-13 오전 11:25:00,44583.367188,43763.125
2025-05-13 오전 11:30:00,44343.371094,43523.359375
2025-05-13 오전 11:35:00,44330.828125,43556.9375
2025-05-13 오전 11:40:00,44060.796875,43287.996094
2025-05-13 오전 11:45:00,43865.125,43110.019531
2025-05-13 오전 11:50:00,43025.144531,42239.796875
2025-05-13 오전 11:55:00,42810.042969,42038.449219
2025-05-13 오후 12:00:00,42820.203125,42076.960938
2025-05-13 오후 12:05:00,42450.191406,41658.972656
2025-05-13 오후 12:10:00,42304.714844,41510.671875
2025-05-13 오후 12:15:00,42088.839844,41279.808594
2025-05-13 오후 12:20:00,42292.8125,41469.6875
2025-05-13 오후 12:25:00,42225.878906,41410.796875
2025-05-13 오후 12:30:00,42523.542969,41708.726562
2025-05-13 오후 12:35:00,42560.632812,41823.320312
2025-05-13 오후 12:40:00,42597.710938,41834.570312
2025-05-13 오후 12:45:00,42703.015625,41926.59375
2025-05-13 오후 12:50:00,43041.464844,42267.175781
2025-05-13 오후 12:55:00,43613.175781,42838.496094
2025-05-13 오후 1:00:00,44263.636719,43485.320312
2025-05-13 오후 1:05:00,45175.9375,44346.101562
2025-05-13 오후 1:10:00,45793.335938,44946.582031
2025-05-13 오후 1:15:00,45727.105469,44912.257812
2025-05-13 오후 1:20:00,46104.917969,45257.226562
2025-05-13 오후 1:25:00,46602.699219,45766.070312
2025-05-13 오후 1:30:00,47061.429688,46224.0625
2025-05-13 오후 1:35:00,47558.199219,46829.167969
2025-05-13 오후 1:40:00,47721.617188,46936.105469
2025-05-13 오후 1:45:00,48269.105469,47485.585938
2025-05-13 오후 1:50:00,48510.4375,47741.632812
2025-05-13 오후 1:55:00,48535.050781,47750.066406
2025-05-13 오후 2:00:00,48663.695312,47879.453125
2025-05-13 오후 2:05:00,48448.667969,47623.664062
2025-05-13 오후 2:10:00,48438.296875,47593.535156
2025-05-13 오후 2:15:00,48598.03125,47750.289062
2025-05-13 오후 2:20:00,48748.699219,47881.695312
2025-05-13 오후 2:30:00,49261.675781,48424.878906
2025-05-13 오후 2:35:00,49357.460938,48584.453125
2025-05-13 오후 2:40:00,49479.195312,48695.097656
2025-05-13 오후 2:45:00,49740.054688,48969.617188
2025-05-13 오후 2:50:00,50141.199219,49372.429688
2025-05-13 오후 2:55:00,49886.035156,49123.34375
2025-05-13 오후 3:00:00,49739.175781,48972.863281
2025-05-13 오후 3:05:00,49519.925781,48696.863281
2025-05-13 오후 3:10:00,49599.175781,48775.589844
2025-05-13 오후 3:15:00,50352.5,49532.945312
2025-05-13 오후 3:20:00,50759.976562,49960.96875
2025-05-13 오후 3:25:00,50829.667969,50020.488281
2025-05-13 오후 3:30:00,51300.707031,50497.046875
2025-05-13 오후 3:35:00,51352.085938,50610.652344
2025-05-13 오후 3:40:00,51640.546875,50906.234375
2025-05-13 오후 3:45:00,51987.027344,51249.292969
2025-05-13 오후 3:50:00,52333.632812,51673.410156
2025-05-13 오후 3:55:00,52515.570312,51775.042969
2025-05-13 오후 4:00:00,52897.871094,52175.269531
2025-05-13 오후 4:05:00,53057.28125,52279.882812
2025-05-13 오후 4:10:00,53671.828125,52897.863281
2025-05-13 오후 4:20:00,54562.628906,53793.976562
2025-05-13 오후 4:25:00,54944.855469,54191.128906
2025-05-13 오후 4:30:00,55147.253906,54383.761719
2025-05-13 오후 4:35:00,55441.066406,54718.238281
2025-05-13 오후 4:40:00,55912.140625,55208.722656
2025-05-13 오후 4:45:00,55829.191406,55126.113281
2025-05-13 오후 4:50:00,56122.050781,55404.425781
2025-05-13 오후 4:55:00,56426.667969,55734.496094
2025-05-13 오후 5:00:00,56408.496094,55703.855469
2025-05-13 오후 5:05:00,55972.816406,55216.277344
2025-05-13 오후 5:10:00,56084.09375,55332.253906
2025-05-13 오후 5:15:00,56135.3125,55386.375
2025-05-13 오후 5:20:00,56520.089844,55775.699219
2025-05-13 오후 5:25:00,56738.785156,56004.542969
2025-05-13 오후 5:30:00,56960.890625,56247.6875
2025-05-13 오후 5:35:00,57370.203125,56686.835938
2025-05-13 오후 5:40:00,57570.261719,56903.820312
2025-05-13 오후 5:45:00,57964.636719,57288.011719
2025-05-13 오후 5:50:00,58464.035156,57801.035156
2025-05-13 오후 5:55:00,58635.824219,57709.253906
2025-05-13 오후 6:00:00,58601.878906,57929.695312
2025-05-13 오후 6:05:00,58935.140625,58238.394531
2025-05-13 오후 6:10:00,59068.730469,58374.351562
2025-05-13 오후 6:15:00,59336.117188,58631.234375
2025-05-13 오후 6:20:00,59448.984375,58752.476562
2025-05-13 오후 6:25:00,59694.113281,58999.542969
2025-05-13 오후 6:30:00,60238.964844,59547.855469
2025-05-13 오후 6:35:00,60213.867188,59552.414062
2025-05-13 오후 6:40:00,60517.714844,59856.953125
2025-05-13 오후 6:45:00,60583.847656,59908.125
2025-05-13 오후 6:50:00,60897.183594,60221.890625
2025-05-13 오후 6:55:00,60996.867188,60310.390625
2025-05-13 오후 7:00:00,61094.480469,60410.394531
2025-05-13 오후 7:05:00,61242.429688,60536.039062
2025-05-13 오후 7:10:00,61413.667969,60705.511719
2025-05-13 오후 7:15:00,61567.09375,60850.246094
2025-05-13 오후 7:20:00,61518.117188,60783.988281
2025-05-13 오후 7:25:00,61873.53125,61148.625
2025-05-13 오후 7:30:00,61880.960938,61143.042969
2025-05-13 오후 7:35:00,61977.707031,61293.984375
2025-05-13 오후 7:40:00,61833.070312,61140.890625
2025-05-13 오후 7:45:00,62086.304688,61392.730469
2025-05-13 오후 7:50:00,61584.414062,60900.511719
2025-05-13 오후 7:55:00,61609.367188,60925.523438
2025-05-13 오후 8:00:00,61582.175781,60905.378906
2025-05-13 오후 8:05:00,61148.820312,60452.484375
2025-05-13 오후 8:10:00,61251.464844,60549.558594
2025-05-13 오후 8:15:00,61120.414062,60423.59375
2025-05-13 오후 8:20:00,60875.914062,60179.707031
2025-05-13 오후 8:25:00,60453.976562,59760.265625
2025-05-13 오후 8:30:00,60353.003906,59679.238281
2025-05-13 오후 8:35:00,60327.84375,59682.207031
2025-05-13 오후 8:40:00,60270.324219,59621.664062
2025-05-13 오후 8:45:00,59950.890625,59316.808594
2025-05-13 오후 8:55:00,59672.726562,59015.667969
2025-05-13 오후 9:00:00,59674,59027.238281
2025-05-13 오후 9:05:00,59270.605469,58615.460938
2025-05-13 오후 9:10:00,59079.277344,58421.117188
2025-05-13 오후 9:15:00,58923.121094,58282.941406
2025-05-13 오후 9:20:00,58801.511719,58136.039062
2025-05-13 오후 9:25:00,58741.917969,58060.101562
2025-05-13 오후 9:30:00,58842.613281,58161.8125
2025-05-13 오후 9:35:00,58658.246094,58029.085938
2025-05-13 오후 9:40:00,58656.605469,58009.113281
2025-05-13 오후 9:45:00,58186.742188,57550.9375
2025-05-13 오후 9:50:00,58234.867188,57605.050781
2025-05-13 오후 9:55:00,57843.820312,57224.089844
2025-05-13 오후 10:00:00,57834.164062,57198.816406
2025-05-13 오후 10:05:00,58109.953125,57467.804688
2025-05-13 오후 10:10:00,57849.074219,57194.625
2025-05-13 오후 10:15:00,57879.320312,57210.199219
2025-05-13 오후 10:20:00,58064.222656,57409.980469
2025-05-13 오후 10:25:00,58014.628906,57379.210938
2025-05-13 오후 10:30:00,57232.394531,56598.933594
2025-05-13 오후 10:35:00,57313.355469,56700.988281
2025-05-13 오후 10:40:00,57087.574219,56498.980469
2025-05-13 오후 10:45:00,56951.628906,56344.683594
2025-05-13 오후 10:50:00,56688.703125,56093.132812
2025-05-13 오후 10:55:00,56609.082031,56008.558594
2025-05-13 오후 11:00:00,56501.085938,55900.824219
2025-05-13 오후 11:05:00,56941.355469,56315.46875
2025-05-13 오후 11:10:00,56924.6875,56306.160156
2025-05-13 오후 11:15:00,56286.957031,55690.902344
2025-05-13 오후 11:20:00,56328.105469,55719.996094
2025-05-13 오후 11:25:00,56110.332031,55512.015625
2025-05-13 오후 11:30:00,55826.03125,55227.625
2025-05-13 오후 11:35:00,55324.003906,54771.535156
2025-05-13 오후 11:40:00,55257.359375,54707.765625
2025-05-13 오후 11:45:00,54789.597656,54242.269531
2025-05-13 오후 11:50:00,54313.445312,53738.550781
2025-05-13 오후 11:55:00,54000.011719,53438.910156
2025-05-14,53399.304688,52846.933594
2025-05-14 오전 12:05:00,53037.195312,52483.625
2025-05-14 오전 12:10:00,52863.273438,52292.542969
2025-05-14 오전 12:15:00,52735.953125,52172.351562
2025-05-14 오전 12:20:00,52397.402344,51829.21875
2025-05-14 오전 12:25:00,52045.503906,51484.917969
2025-05-14 오전 12:30:00,51795.265625,51238.785156
2025-05-14 오전 12:35:00,51427.546875,50908.210938
2025-05-14 오전 12:40:00,51455.769531,50921.28125
2025-05-14 오전 12:45:00,51140.640625,50609.050781
2025-05-14 오전 12:50:00,50900.605469,50373.964844
2025-05-14 오전 12:55:00,50754.960938,50220.433594
2025-05-14 오전 1:00:00,50562.789062,50013.195312
2025-05-14 오전 1:05:00,50547.535156,49990.515625
2025-05-14 오전 1:10:00,50373.003906,49809.09375
2025-05-14 오전 1:15:00,50402.265625,49831.832031
2025-05-14 오전 1:20:00,50332.027344,49779.9375
2025-05-14 오전 1:25:00,50265.457031,49704.527344
2025-05-14 오전 1:30:00,50087.242188,49529.074219
2025-05-14 오전 1:35:00,50049.425781,49522.757812
2025-05-14 오전 1:40:00,49834.644531,49320.960938
2025-05-14 오전 1:45:00,49700.335938,49179.753906
2025-05-14 오전 1:50:00,49707.714844,49167.679688
2025-05-14 오전 1:55:00,49551.886719,49023.71875
2025-05-14 오전 2:00:00,49461.386719,48939.136719
2025-05-14 오전 2:05:00,49308.441406,48764.039062
2025-05-14 오전 2:10:00,48950.03125,48405.492188
2025-05-14 오전 2:15:00,49105.777344,48560.234375
2025-05-14 오전 2:20:00,49039.605469,48492.453125
2025-05-14 오전 2:25:00,49023.449219,48471.210938
2025-05-14 오전 2:30:00,48822.015625,48278.378906
2025-05-14 오전 2:35:00,48734.933594,48220.863281
2025-05-14 오전 2:40:00,48535.4375,48018.066406
2025-05-14 오전 2:45:00,48485.476562,47969.210938
2025-05-14 오전 2:50:00,48643.5625,48130.625
2025-05-14 오전 2:55:00,48424.902344,47910.578125
2025-05-14 오전 3:00:00,48414.464844,47894.605469
2025-05-14 오전 3:05:00,48573.25,48025.765625
2025-05-14 오전 3:10:00,48572.5625,48022.832031
2025-05-14 오전 3:15:00,48447.078125,47898.796875
2025-05-14 오전 3:20:00,48420.835938,47875.417969
2025-05-14 오전 3:25:00,48312.433594,47767.382812
2025-05-14 오전 3:30:00,48197.039062,47648.296875
2025-05-14 오전 3:35:00,48119.289062,47603.683594
2025-05-14 오전 3:40:00,47937.226562,47419.03125
2025-05-14 오전 3:45:00,47959.652344,47431.03125
2025-05-14 오전 3:50:00,48253.105469,47737.78125
2025-05-14 오전 3:55:00,48184.105469,47670.992188
2025-05-14 오전 4:00:00,48099.285156,47576.460938
2025-05-14 오전 4:05:00,48326.648438,47782.242188
2025-05-14 오전 4:10:00,48147.554688,47600.691406
2025-05-14 오전 4:15:00,48007.222656,47460.050781
2025-05-14 오전 4:20:00,48045.550781,47489.484375
2025-05-14 오전 4:25:00,48219.460938,47666.253906
2025-05-14 오전 4:30:00,48369.078125,47820.085938
2025-05-14 오전 4:35:00,48683.710938,48160.460938
2025-05-14 오전 4:40:00,48497.605469,47979.789062
2025-05-14 오전 4:45:00,48452.3125,47929.753906
2025-05-14 오전 4:50:00,48620.535156,48094.78125
2025-05-14 오전 4:55:00,48499.503906,47973.417969
2025-05-14 오전 5:00:00,48429.957031,47902.238281
2025-05-14 오전 5:05:00,48461.972656,47913.601562
2025-05-14 오전 5:10:00,48432.242188,47888.507812
2025-05-14 오전 5:15:00,48362.316406,47802.972656
2025-05-14 오전 5:20:00,48741.367188,48202.496094
2025-05-14 오전 5:25:00,48645,48086.371094
2025-05-14 오전 5:30:00,48880.417969,48328.75
2025-05-14 오전 5:35:00,49238.445312,48719.816406
2025-05-14 오전 5:40:00,49434.140625,48928.753906
2025-05-14 오전 5:45:00,49593.425781,49069.648438
2025-05-14 오전 5:50:00,49589.359375,49060.207031
2025-05-14 오전 5:55:00,49681.0625,49152.046875
2025-05-14 오전 6:00:00,49758.757812,49227.902344
2025-05-14 오전 6:05:00,50269.617188,49711.582031
2025-05-14 오전 6:10:00,50368.566406,49802.414062
2025-05-14 오전 6:15:00,50201.234375,49647.679688
2025-05-14 오전 6:20:00,50564.171875,50006.660156
2025-05-14 오전 6:25:00,50709.710938,50154.632812
2025-05-14 오전 6:30:00,50598.535156,50046.039062
2025-05-14 오전 6:35:00,50481.410156,49944.15625
2025-05-14 오전 6:40:00,50833.722656,50285.472656
2025-05-14 오전 6:45:00,50702.496094,50153.632812
2025-05-14 오전 6:50:00,50438.449219,49894.839844
2025-05-14 오전 6:55:00,50410.667969,49863.382812
2025-05-14 오전 7:00:00,50515.195312,49960.203125
2025-05-14 오전 7:05:00,50867.863281,50288
2025-05-14 오전 7:10:00,51230.332031,50647.152344
2025-05-14 오전 7:15:00,51115.082031,50516.171875
2025-05-14 오전 7:20:00,50840.558594,50253.6875
2025-05-14 오전 7:25:00,50819.277344,50215.617188
2025-05-14 오전 7:30:00,50665.4375,50042.890625
2025-05-14 오전 7:35:00,50193.425781,49596.6875
2025-05-14 오전 7:40:00,50250.394531,49639.375
2025-05-14 오전 7:45:00,49945.628906,49347.386719
2025-05-14 오전 7:50:00,49813.269531,49208.277344
2025-05-14 오전 7:55:00,49370.871094,48771.789062
2025-05-14 오전 8:00:00,49295.253906,48682.046875
2025-05-14 오전 8:05:00,49397.464844,48756.597656
2025-05-14 오전 8:10:00,49732.214844,49070.679688
2025-05-14 오전 8:15:00,49678.332031,49005.878906
2025-05-14 오전 8:20:00,49540.121094,48849.132812
2025-05-14 오전 8:25:00,49353.632812,48654.8125
2025-05-14 오전 8:30:00,49282.5,48568.003906
2025-05-14 오전 8:35:00,49484.90625,48781.738281
2025-05-14 오전 8:40:00,49374,48666.367188
2025-05-14 오전 8:45:00,49280.042969,48567.554688
2025-05-14 오전 8:50:00,48971.453125,48229.363281
2025-05-14 오전 8:55:00,49044.082031,48250.597656
2025-05-14 오전 9:00:00,48763.269531,47993.644531
2025-05-14 오전 9:05:00,48663.863281,47859.613281
2025-05-14 오전 9:10:00,48361.363281,47563.375
2025-05-14 오전 9:15:00,47914.429688,47113.550781
2025-05-14 오전 9:20:00,47641.136719,46832.398438
2025-05-14 오전 9:25:00,47752.710938,46932.21875
2025-05-14 오전 9:30:00,47111.359375,46280.742188
2025-05-14 오전 9:35:00,47164.277344,46348.40625
2025-05-14 오전 9:40:00,46814.25,45987.097656
2025-05-14 오전 9:45:00,46554.359375,45753.191406
2025-05-14 오전 9:50:00,46516.503906,45685.90625
2025-05-14 오전 9:55:00,46227.609375,45378.921875
2025-05-14 오전 10:00:00,45929.117188,45072.695312
2025-05-14 오전 10:05:00,46034.320312,45194.4375
2025-05-14 오전 10:10:00,45753.546875,44913.507812
2025-05-14 오전 10:15:00,45412.628906,44519.761719
2025-05-14 오전 10:20:00,45795.636719,44935.898438
2025-05-14 오전 10:25:00,45634.136719,44792.203125
2025-05-14 오전 10:30:00,45573.992188,44715.339844
2025-05-14 오전 10:35:00,45353.15625,44503.53125
2025-05-14 오전 10:40:00,45456.914062,44620.792969
2025-05-14 오전 10:45:00,45316.609375,44487.8125
2025-05-14 오전 10:50:00,45013.761719,44175.765625
2025-05-14 오전 10:55:00,44928.085938,44105.539062
2025-05-14 오전 11:00:00,44591.046875,43804.984375
2025-05-14 오전 11:05:00,44266.558594,43427.636719
2025-05-14 오전 11:10:00,44230.925781,43379.765625
2025-05-14 오전 11:15:00,43975.199219,43166.746094
2025-05-14 오전 11:20:00,43916.507812,43107.699219
2025-05-14 오전 11:25:00,43895.070312,43084.550781
2025-05-14 오전 11:30:00,43677.785156,42878.363281
2025-05-14 오전 11:35:00,43617.078125,42830.035156
2025-05-14 오전 11:40:00,43316.980469,42534.503906
2025-05-14 오전 11:45:00,43005.523438,42205.4375
2025-05-14 오전 11:50:00,42572.246094,41752.570312
2025-05-14 오전 11:55:00,42077.355469,41235.078125
2025-05-14 오후 12:00:00,41518.746094,40685.085938
2025-05-14 오후 12:05:00,41521.480469,40658.992188
2025-05-14 오후 12:10:00,41259.308594,40407.808594
2025-05-14 오후 12:15:00,41287.796875,40460.972656
2025-05-14 오후 12:20:00,41318.925781,40499.859375
2025-05-14 오후 12:25:00,41156.332031,40317.722656
2025-05-14 오후 12:30:00,40736.738281,39901.929688
2025-05-14 오후 12:35:00,40895.371094,40059.882812
2025-05-14 오후 12:40:00,41252.097656,40378.535156
2025-05-14 오후 12:45:00,41454.628906,40720.851562
2025-05-14 오후 12:50:00,41766.238281,41000.097656
2025-05-14 오후 12:55:00,41651.09375,40851.050781
2025-05-14 오후 1:00:00,42187.898438,41397.804688
2025-05-14 오후 1:05:00,43065.75,42231.722656
2025-05-14 오후 1:10:00,43757.246094,42954.082031
2025-05-14 오후 1:15:00,44163.324219,43348.980469
2025-05-14 오후 1:20:00,44573.117188,43718.429688
2025-05-14 오후 1:25:00,45166.949219,44321.875
2025-05-14 오후 1:30:00,45623.339844,44777.109375
2025-05-14 오후 1:35:00,45697.570312,44822.613281
2025-05-14 오후 1:40:00,46229.453125,45411.507812
2025-05-14 오후 1:45:00,46175.90625,45373.507812
2025-05-14 오후 1:50:00,46175.90625,45373.507812
2025-05-14 오후 1:55:00,46892.421875,46107.058594
2025-05-14 오후 2:00:00,47378.101562,46586.296875
2025-05-14 오후 2:05:00,47366.117188,46531.6875
2025-05-14 오후 2:10:00,47704.269531,46894
2025-05-14 오후 2:15:00,48329.261719,47528.671875
2025-05-14 오후 2:20:00,48418.878906,47625.828125
2025-05-14 오후 2:25:00,48545.949219,47756.820312
2025-05-14 오후 2:30:00,49168.488281,48376.527344
2025-05-14 오후 2:35:00,49206.738281,48470.992188
2025-05-14 오후 2:40:00,49495.363281,48770.117188
2025-05-14 오후 2:45:00,49625.34375,48893.734375
2025-05-14 오후 2:50:00,49533.757812,48800.378906
2025-05-14 오후 2:55:00,49659.542969,48933.042969
2025-05-14 오후 3:00:00,49896.746094,49150.304688
2025-05-14 오후 3:05:00,49491.191406,48692.734375
2025-05-14 오후 3:10:00,49759.152344,48960.289062
2025-05-14 오후 3:15:00,50341.230469,49571.617188
2025-05-14 오후 3:20:00,50869.660156,50103.601562
2025-05-14 오후 3:25:00,51124.632812,50354.804688
2025-05-14 오후 3:30:00,51072.042969,50316.980469
2025-05-14 오후 3:35:00,51394.285156,50671.4375
2025-05-14 오후 3:40:00,51756.5,51040.421875
2025-05-14 오후 3:45:00,52055.300781,51346.519531
2025-05-14 오후 3:50:00,52613.832031,52296.683594
2025-05-14 오후 3:55:00,53094.191406,52377.757812
2025-05-14 오후 4:00:00,53445.488281,52735.671875
2025-05-14 오후 4:05:00,53237.460938,52483.996094
2025-05-14 오후 4:10:00,53744.421875,52981.054688
2025-05-14 오후 4:15:00,53943.816406,53199.246094
2025-05-14 오후 4:20:00,54466.527344,53726.875
2025-05-14 오후 4:25:00,54439.984375,53699.609375
2025-05-14 오후 4:30:00,54685.769531,53949.785156
2025-05-14 오후 4:35:00,55127.957031,54422.824219
2025-05-14 오후 4:40:00,55417.871094,54733.707031
2025-05-14 오후 4:45:00,55636.96875,54955.167969
2025-05-14 오후 4:50:00,55430.550781,54737.761719
2025-05-14 오후 4:55:00,55728.890625,55034.457031
2025-05-14 오후 5:00:00,55629.597656,54947.375
2025-05-14 오후 5:05:00,55613.226562,54900.835938
2025-05-14 오후 5:10:00,55551.765625,54801.957031
2025-05-14 오후 5:15:00,55489.382812,54741.128906
2025-05-14 오후 5:20:00,55828.214844,55091.328125
2025-05-14 오후 5:25:00,56514.070312,55791.628906
2025-05-14 오후 5:30:00,56583.511719,55868.371094
2025-05-14 오후 5:35:00,57174.636719,56489.117188
2025-05-14 오후 5:40:00,57315.515625,56643.082031
2025-05-14 오후 5:45:00,57569.957031,56909.476562
2025-05-14 오후 5:50:00,57804.664062,57139.765625
2025-05-14 오후 5:55:00,58202.902344,57547.136719
2025-05-14 오후 6:00:00,58497.042969,57845.742188
2025-05-14 오후 6:05:00,58596.660156,57946.621094
2025-05-14 오후 6:10:00,58969.117188,58314.703125
2025-05-14 오후 6:15:00,59331.796875,58676.066406
2025-05-14 오후 6:20:00,59716.847656,59057.234375
2025-05-14 오후 6:25:00,60284.179688,59627.773438
2025-05-14 오후 6:30:00,60599.152344,59943.839844
2025-05-14 오후 6:35:00,60557.277344,59922.898438
2025-05-14 오후 6:40:00,60645.253906,59998.433594
2025-05-14 오후 6:45:00,60861.328125,60215.398438
2025-05-14 오후 6:50:00,60618.238281,59961.25
2025-05-14 오후 6:55:00,60959.214844,60308.5
2025-05-14 오후 7:00:00,61139.816406,60492.539062
2025-05-14 오후 7:05:00,61396.507812,60749.402344
2025-05-14 오후 7:10:00,61417.773438,60755.679688
2025-05-14 오후 7:15:00,61483.84375,60820.261719
2025-05-14 오후 7:20:00,61455.445312,60804.792969
2025-05-14 오후 7:25:00,61622.195312,60961.273438
2025-05-14 오후 7:30:00,61702.0625,61046.605469
2025-05-14 오후 7:35:00,61581.09375,60933.828125
2025-05-14 오후 7:40:00,61726.609375,61080.78125
2025-05-14 오후 7:45:00,61632.980469,60979.734375
2025-05-14 오후 7:50:00,61476.765625,60826.132812
2025-05-14 오후 7:55:00,61419.507812,60756.203125
2025-05-14 오후 8:00:00,61166.6875,60509.65625
2025-05-14 오후 8:05:00,61006.671875,60337.625
2025-05-14 오후 8:10:00,61000.246094,60332.472656
2025-05-14 오후 8:15:00,61153.429688,60504.273438
2025-05-14 오후 8:20:00,61017.492188,60357.203125
2025-05-14 오후 8:25:00,60888.101562,60216.46875
2025-05-14 오후 8:30:00,60697.957031,60041.796875
2025-05-14 오후 8:35:00,60310.6875,59674.125
2025-05-14 오후 8:40:00,60366.976562,59726.6875
2025-05-14 오후 8:45:00,60530.992188,59893.644531
2025-05-14 오후 8:50:00,60094.414062,59453.769531
2025-05-14 오후 8:55:00,59909.546875,59259.613281
2025-05-14 오후 9:00:00,59901.414062,59240.316406
2025-05-14 오후 9:05:00,59512.507812,58847.355469
2025-05-14 오후 9:10:00,59299.175781,58649.339844
2025-05-14 오후 9:15:00,59125.898438,58461.273438
2025-05-14 오후 9:20:00,59039.007812,58375.308594
2025-05-14 오후 9:25:00,58953.910156,58267.777344
2025-05-14 오후 9:30:00,59180.414062,58493.0625
2025-05-14 오후 9:35:00,58727.742188,58067.839844
2025-05-14 오후 9:40:00,58581.503906,57933.152344
2025-05-14 오후 9:45:00,58509.871094,57838.703125
2025-05-14 오후 9:50:00,58108.210938,57451.40625
2025-05-14 오후 9:55:00,58074.488281,57406.957031
2025-05-14 오후 10:00:00,58174.414062,57505.027344
2025-05-14 오후 10:05:00,58456.738281,57775.695312
2025-05-14 오후 10:10:00,58563.015625,57895.25
2025-05-14 오후 10:15:00,58434.976562,57773.535156
2025-05-14 오후 10:20:00,58383.4375,57703.371094
2025-05-14 오후 10:25:00,58173.449219,57486.984375
2025-05-14 오후 10:30:00,58133.421875,57462.222656
2025-05-14 오후 10:35:00,57947.332031,57290.210938
2025-05-14 오후 10:40:00,57702.996094,57057.976562
2025-05-14 오후 10:45:00,57672.261719,57032.773438
2025-05-14 오후 10:50:00,57221.617188,56583.097656
2025-05-14 오후 10:55:00,56908.257812,56252.824219
2025-05-14 오후 11:00:00,56726.121094,56091.226562
2025-05-14 오후 11:05:00,57112.0625,56468.863281
2025-05-14 오후 11:10:00,56805.953125,56157.789062
2025-05-14 오후 11:15:00,56688.039062,56031.65625
2025-05-14 오후 11:20:00,56520.75,55873.148438
2025-05-14 오후 11:25:00,56404.582031,55753.683594
2025-05-14 오후 11:30:00,55929.992188,55295.1875
2025-05-14 오후 11:35:00,55484.621094,54846.785156
2025-05-14 오후 11:40:00,55588.789062,54952.15625
2025-05-14 오후 11:45:00,55039.035156,54418.222656
2025-05-14 오후 11:50:00,54727.886719,54121.316406
2025-05-14 오후 11:55:00,54279.589844,53667.589844
2025-05-15,53438.109375,52834.988281
2025-05-15 오전 12:05:00,53376.433594,52756.425781
2025-05-15 오전 12:10:00,53397.289062,52789.765625
2025-05-15 오전 12:15:00,52687.390625,52078.539062
2025-05-15 오전 12:20:00,52552.703125,51942.835938
2025-05-15 오전 12:25:00,51986.050781,51381.441406
2025-05-15 오전 12:30:00,52229.382812,51617.75
2025-05-15 오전 12:35:00,51925.085938,51328.925781
2025-05-15 오전 12:40:00,51583.253906,50998.15625
2025-05-15 오전 12:45:00,51299.625,50688.480469
2025-05-15 오전 12:50:00,50983.664062,50408.167969
2025-05-15 오전 12:55:00,50660.527344,50054.976562
2025-05-15 오전 1:00:00,50791.515625,50202.507812
2025-05-15 오전 1:05:00,50888.902344,50287.078125
2025-05-15 오전 1:10:00,50520.0625,49918.109375
2025-05-15 오전 1:15:00,50653.640625,50043.851562
2025-05-15 오전 1:20:00,50695.457031,50094.234375
2025-05-15 오전 1:25:00,50645.4375,50030.058594
2025-05-15 오전 1:30:00,50508.632812,49894.757812
2025-05-15 오전 1:35:00,50335.164062,49732.390625
2025-05-15 오전 1:40:00,50029.886719,49434.882812
2025-05-15 오전 1:45:00,49832.644531,49239.078125
2025-05-15 오전 1:50:00,49975.84375,49384.613281
2025-05-15 오전 1:55:00,49522.632812,48949.328125
2025-05-15 오전 2:00:00,49123.21875,48512.21875
2025-05-15 오전 2:05:00,49396.453125,48789.695312
2025-05-15 오전 2:10:00,49444.539062,48812.816406
2025-05-15 오전 2:15:00,49270.292969,48659.660156
2025-05-15 오전 2:20:00,49244.144531,48645.84375
2025-05-15 오전 2:25:00,49226.828125,48649.566406
2025-05-15 오전 2:30:00,49014.207031,48407.433594
2025-05-15 오전 2:35:00,49210.644531,48644.585938
2025-05-15 오전 2:40:00,48789.019531,48186.703125
2025-05-15 오전 2:45:00,48985.515625,48401.125
2025-05-15 오전 2:50:00,49013.3125,48424.101562
2025-05-15 오전 2:55:00,49003.234375,48432.996094
2025-05-15 오전 3:00:00,48807.46875,48203.28125
2025-05-15 오전 3:05:00,48604.90625,48001.335938
2025-05-15 오전 3:10:00,48622.097656,48011.773438
2025-05-15 오전 3:15:00,48761.863281,48151.625
2025-05-15 오전 3:20:00,48614.179688,47989.503906
2025-05-15 오전 3:25:00,48266.710938,47635.546875
2025-05-15 오전 3:30:00,48000.441406,47383.789062
2025-05-15 오전 3:35:00,48449.886719,47855.890625
2025-05-15 오전 3:40:00,48776.238281,48179.796875
2025-05-15 오전 3:45:00,48703.859375,48105.96875
2025-05-15 오전 3:50:00,48455.765625,47850.886719
2025-05-15 오전 3:55:00,48504.710938,47896.453125
2025-05-15 오전 4:00:00,48534.910156,47942.117188
2025-05-15 오전 4:05:00,48744.640625,48134.785156
2025-05-15 오전 4:10:00,48518.207031,47889.320312
2025-05-15 오전 4:15:00,48488.300781,47876.609375
2025-05-15 오전 4:20:00,48228.960938,47614.226562
2025-05-15 오전 4:25:00,48462.351562,47848.199219
2025-05-15 오전 4:30:00,48319.621094,47712.40625
2025-05-15 오전 4:35:00,48482.410156,47904.042969
